paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,acquisition_route,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0417,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,4,202606210105,plos_biology_2009_v7_i8,2009,Glia and Muscle Sculpt Neuromuscular Arbors by Engulfing Destabilized Synaptic Boutons and Shed Presynaptic Debris,10.1371/journal.pbio.1000184,123,7,0.00116144018583043,861,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1000184&type=printable,corpus/pdfs/molecular_cell_biology/P0417.pdf,corpus/text/molecular_cell_biology/P0417.txt,e19e62d33951e36fb553ab21d2ae22694045e7a7f84c5f576b634f03fc0373a1,77402
P0418,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,5,202606210105,plos_biology_2007_v6_i1,2007,Distinct Roles for Arp2/3 Regulators in Actin Assembly and Endocytosis,10.1371/journal.pbio.0060001,123,1,0.00813008130081301,123,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0060001&type=printable,corpus/pdfs/molecular_cell_biology/P0418.pdf,corpus/text/molecular_cell_biology/P0418.txt,1f5766cd2c2c85700f311eabe3cd9cf3b79de3c937953638843bb5adf50a969c,72207
P0419,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,6,202606210105,plos_biology_2006_v4_i11,2006,Plasticity of Astrocytic Coverage and Glutamate Transporter Expression in Adult Mouse Cortex,10.1371/journal.pbio.0040343,123,10,0.000813008130081301,1230,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0040343&type=printable,corpus/pdfs/molecular_cell_biology/P0419.pdf,corpus/text/molecular_cell_biology/P0419.txt,afe614c2c8b50c268d2f7a49c3e30892c67e316fce3163ad3c08a0cf6b230439,49171
P0420,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,7,202606210105,plos_biology_2010_v8_i6,2010,Innate-Like Control of Human iNKT Cell Autoreactivity via the Hypervariable CDR3β Loop,10.1371/journal.pbio.1000402,123,9,0.000903342366757001,1107,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1000402&type=printable,corpus/pdfs/molecular_cell_biology/P0420.pdf,corpus/text/molecular_cell_biology/P0420.txt,3e8054e260e02304bc6986f1278ea756a589f9440d926143287cdf18e1159153,60061
P0421,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,8,202606210105,plos_biology_2014_v12_i7,2014,Integration of Signals along Orthogonal Axes of the Vertebrate Neural Tube Controls Progenitor Competence and Increases Cell Diversity,10.1371/journal.pbio.1001907,123,6,0.0013550135501355,738,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1001907&type=printable,corpus/pdfs/molecular_cell_biology/P0421.pdf,corpus/text/molecular_cell_biology/P0421.txt,d78506e265fb9028223a8556fb765c8c91798eeb2ff6168a9e5cfc227346c357,108875
P0422,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,9,202606210105,plos_biology_2012_v10_i1,2012,Pulsed Feedback Defers Cellular Differentiation,10.1371/journal.pbio.1001252,123,8,0.00101626016260163,984,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1001252&type=printable,corpus/pdfs/molecular_cell_biology/P0422.pdf,corpus/text/molecular_cell_biology/P0422.txt,59308e5498f6dab1fa4bf86bdfb1c892ecf25b2a3006e0ce81d039f1fe9a5702,81950
P0423,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2005-2014_20260621,2005-2014_completed_years_2005-2014,10,202606210105,plos_biology_2006_v4_i2,2006,Intronic Binding Sites for hnRNP A/B and hnRNP F/H Proteins Stimulate Pre-mRNA Splicing,10.1371/journal.pbio.0040021,123,8,0.00101626016260163,984,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0040021&type=printable,corpus/pdfs/molecular_cell_biology/P0423.pdf,corpus/text/molecular_cell_biology/P0423.txt,e6a0c3f0405de92329c46b4d7dd3a20ffc0cfbcff8387b193cb6cb9fc640fb99,74259
P0424,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,1,202606210106,plos_biology_2025_v23_i12,2025,Polar cell membrane nanotubes containing microtubules and acidic vesicles render Drosophila eggs fertile,10.1371/journal.pbio.3003533,132,23,0.000329380764163373,3036,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3003533&type=printable,corpus/pdfs/molecular_cell_biology/P0424.pdf,corpus/text/molecular_cell_biology/P0424.txt,b5e8130ae8db0f6b170630ef86c40f4cab5028a9c0fd616e5f5af0c26863a7a3,121721
P0425,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,2,202606210106,plos_biology_2015_v13_i2,2015,Luminal Progenitors Restrict Their Lineage Potential during Mammary Gland Development,10.1371/journal.pbio.1002069,132,4,0.00189393939393939,528,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002069&type=printable,corpus/pdfs/molecular_cell_biology/P0425.pdf,corpus/text/molecular_cell_biology/P0425.txt,52493899464bbb16c16c0fae0900f5265b0428ec112ad827c1721e31fb305a0f,78443
P0426,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,3,202606210106,plos_biology_2018_v16_i1,2018,Unique properties of TCR-activated p38 are necessary for NFAT-dependent T-cell activation,10.1371/journal.pbio.2004111,132,10,0.000757575757575758,1320,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.2004111&type=printable,corpus/pdfs/molecular_cell_biology/P0426.pdf,corpus/text/molecular_cell_biology/P0426.txt,d298299b79da0807882f2554c5a3816e7e52913f127a108f03e65ec6245906fb,71263
P0427,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,4,202606210106,plos_biology_2025_v23_i11,2025,The blood–brain barrier regulates brain tumor growth through the SLC36 amino acid transporter Pathetic in Drosophila,10.1371/journal.pbio.3003496,132,22,0.00034435261707989,2904,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3003496&type=printable,corpus/pdfs/molecular_cell_biology/P0427.pdf,corpus/text/molecular_cell_biology/P0427.txt,f9719dcc2a2c7bf0e83903097aeb85773e872063f32c959d209387b0cede4792,125626
P0428,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,5,202606210106,plos_biology_2015_v13_i6,2015,Bacterial Ventures into Multicellularity: Collectivism through Individuality,10.1371/journal.pbio.1002162,132,3,0.00252525252525253,396,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002162&type=printable,corpus/pdfs/molecular_cell_biology/P0428.pdf,corpus/text/molecular_cell_biology/P0428.txt,404c770013dc54fc7001fcf377c5a43b9c473beda6b93ceb66a036548830d4d0,17053
P0429,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,6,202606210106,plos_biology_2016_v14_i12,2016,Natural Variation in Arabidopsis Cvi-0 Accession Reveals an Important Role of MPK12 in Guard Cell CO2 Signaling,10.1371/journal.pbio.2000322,132,6,0.00126262626262626,792,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.2000322&type=printable,corpus/pdfs/molecular_cell_biology/P0429.pdf,corpus/text/molecular_cell_biology/P0429.txt,e73be7288a6853269c1040dad00b1f188a0f2554eea9cfdc185ca7b3ff67a7da,85594
P0430,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,7,202606210106,plos_biology_2016_v14_i3,2016,Self-Generated Chemoattractant Gradients: Attractant Depletion Extends the Range and Robustness of Chemotaxis,10.1371/journal.pbio.1002404,132,7,0.00108225108225108,924,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002404&type=printable,corpus/pdfs/molecular_cell_biology/P0430.pdf,corpus/text/molecular_cell_biology/P0430.txt,5685d5ab23ffc983c9feaf9fb14207a511b1de0e3ad711b95dcb94b7668de60e,66844
P0431,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,8,202606210106,plos_biology_2015_v13_i9,2015,Insulin and mTOR Pathway Regulate HDAC3-Mediated Deacetylation and Activation of PGK1,10.1371/journal.pbio.1002243,132,6,0.00126262626262626,792,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002243&type=printable,corpus/pdfs/molecular_cell_biology/P0431.pdf,corpus/text/molecular_cell_biology/P0431.txt,0cfb70193875eaa14a7213550139c79c4f943bdf8ee8808d3ddd220f8e31109c,94625
P0432,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,9,202606210106,plos_biology_2017_v15_i2,2017,ARGONAUTE10 promotes the degradation of miR165/6 through the SDN1 and SDN2 exonucleases in Arabidopsis,10.1371/journal.pbio.2001272,132,3,0.00252525252525253,396,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.2001272&type=printable,corpus/pdfs/molecular_cell_biology/P0432.pdf,corpus/text/molecular_cell_biology/P0432.txt,02cb89f0830d12426d18de537bf57c099aa5be21559fd072942d63ca104c166f,84982
P0433,Mechanistic molecular / cell / developmental biology,PLOS Biology,plos_biology_openalex_cell_biology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,10,202606210106,plos_biology_2025_v23_i9,2025,Mitochondrial Complex I and ROS control neuromuscular function through opposing pre- and postsynaptic mechanisms,10.1371/journal.pbio.3003388,132,24,0.000315656565656566,3168,direct_pdf_route,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3003388&type=printable,corpus/pdfs/molecular_cell_biology/P0433.pdf,corpus/text/molecular_cell_biology/P0433.txt,cc90b044901732eeb6c3b0dce0a0965e543dfbbb5e3562279bc2b07565693307,177266
P0434,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,1,202606210107,jcap_2011_v2011_i01,2011,A new viable region of the inert doublet model,10.1088/1475-7516/2011/01/002,120,35,0.000238095238095238,4200,documented_oa_alternate,https://arxiv.org/pdf/1011.1411,corpus/pdfs/statistical_physics/P0434.pdf,corpus/text/statistical_physics/P0434.txt,92455544b3314d9ff3343073e2027123a679bd2c0cf9b1c5fb8395ec4472c0d6,67974
P0435,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,2,202606210107,jcap_2006_v2006_i02,2006,Photon mixing in domain walls and the cosmic coincidence problem,10.1088/1475-7516/2006/02/011,120,15,0.000555555555555556,1800,documented_oa_alternate,https://arxiv.org/pdf/hep-ph/0507020,corpus/pdfs/statistical_physics/P0435.pdf,corpus/text/statistical_physics/P0435.txt,534b409c5ef7818327ec50739a9d3d4cd3a1e51d0b47ea285e7836e07ea56ae3,19825
P0436,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,3,202606210107,jcap_2014_v2014_i11,2014,Moduli inflation in five-dimensional supergravity models,10.1088/1475-7516/2014/11/027,120,45,0.000185185185185185,5400,documented_oa_alternate,https://arxiv.org/pdf/1405.6520,corpus/pdfs/statistical_physics/P0436.pdf,corpus/text/statistical_physics/P0436.txt,dccbb395b233805075083d3a1ad57092fba8d4946f817875ff8a119db3ef6aa2,74513
P0437,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,4,202606210107,jcap_2006_v2006_i01,2006,Dynamical quintessence fields’ Press–Schechter mass function: detectability and effect on dark haloes,10.1088/1475-7516/2006/01/021,120,26,0.000320512820512821,3120,documented_oa_alternate,https://arxiv.org/pdf/astro-ph/0506200,corpus/pdfs/statistical_physics/P0437.pdf,corpus/text/statistical_physics/P0437.txt,727bd9b0d55e26370a7432bfc9279c9f08a31cf8c7ee65c230875a16663b522c,60761
P0438,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,5,202606210107,jcap_2012_v2012_i11,2012,Local features with large spiky non-Gaussianities during inflation,10.1088/1475-7516/2012/11/012,120,63,0.000132275132275132,7560,documented_oa_alternate,https://arxiv.org/pdf/1204.3722,corpus/pdfs/statistical_physics/P0438.pdf,corpus/text/statistical_physics/P0438.txt,bde4b92f0cc504b53d9a6282a6e1eb33a4fe244297323d7c0bf3044a05fff209,65252
P0439,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,6,202606210107,jcap_2014_v2014_i11,2014,3.55 keV photon lines from axion to photon conversion in the Milky Way and M31,10.1088/1475-7516/2014/11/033,120,45,0.000185185185185185,5400,documented_oa_alternate,https://arxiv.org/pdf/1404.7741,corpus/pdfs/statistical_physics/P0439.pdf,corpus/text/statistical_physics/P0439.txt,bdf207052d4cbfff13e4cff5f3f5efc92f042b9572a965fbfd7da5d083a2ce64,40445
P0440,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,7,202606210107,jcap_2007_v2007_i03,2007,An alternative approach to holographic dark energy,10.1088/1475-7516/2007/03/016,120,21,0.000396825396825397,2520,documented_oa_alternate,https://arxiv.org/pdf/astro-ph/0609755,corpus/pdfs/statistical_physics/P0440.pdf,corpus/text/statistical_physics/P0440.txt,a151323fe93bdeabe2d9039ce0a9ba3602f9bec19ae8b64490cff81147789c2c,16748
P0441,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,8,202606210107,jcap_2014_v2014_i03,2014,Strong Planck constraints on braneworld and non-commutative inflation,10.1088/1475-7516/2014/03/052,120,54,0.000154320987654321,6480,documented_oa_alternate,https://arxiv.org/pdf/1310.5186,corpus/pdfs/statistical_physics/P0441.pdf,corpus/text/statistical_physics/P0441.txt,1574470d8d0a59651692c3e6744b070cdd681fac6ba307312e0f4c7e8b74f92a,60003
P0442,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,9,202606210107,jcap_2007_v2007_i08,2007,"Ultraviolet stable, Lorentz-violating dark energy with transient phantom era",10.1088/1475-7516/2007/08/010,120,24,0.000347222222222222,2880,documented_oa_alternate,https://arxiv.org/pdf/0704.1848,corpus/pdfs/statistical_physics/P0442.pdf,corpus/text/statistical_physics/P0442.txt,593440e12fee3f5ef35462fb844db228ec157059f4bfd4eb0683bbd74398c4f5,61168
P0443,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Journal of Cosmology and Astroparticle Physics,jcap_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,10,202606210107,jcap_2014_v2014_i03,2014,Testing local anisotropy using the method of smoothed residuals I — methodology,10.1088/1475-7516/2014/03/007,120,54,0.000154320987654321,6480,documented_oa_alternate,https://arxiv.org/pdf/1312.3415,corpus/pdfs/statistical_physics/P0443.pdf,corpus/text/statistical_physics/P0443.txt,7a22c71a75abfa193840809285fc1fbdc9298526a07a0ab0566e42d966c773ad,36114
P0444,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,1,202606210108,astronomy_astrophysics_2020_v642,2020,Testing KiDS cross-correlation redshifts with simulations,10.1051/0004-6361/202038835,151,13,0.000509424350483953,1963,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2020/10/aa38835-20.pdf,corpus/pdfs/statistical_physics/P0444.pdf,corpus/text/statistical_physics/P0444.txt,307620df638b66cc54008242589edbdefb149bceb24d8ed935567a3b3b321931,116326
P0445,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,2,202606210108,astronomy_astrophysics_2019_v627,2019,Polytropic state of the intracluster medium in the X-COP cluster sample,10.1051/0004-6361/201834875,151,9,0.000735835172921266,1359,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2019/07/aa34875-18.pdf,corpus/pdfs/statistical_physics/P0445.pdf,corpus/text/statistical_physics/P0445.txt,ece928ac0f4aa279cc747cfd543fbeb2558d1cb693da0fed2a973a29176a4b3a,37676
P0446,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,3,202606210108,astronomy_astrophysics_2025,2025,Euclid Quick Data Release (Q1). Characteristics and limitations of the spectroscopic measurements,10.1051/0004-6361/202554607,151,1,0.00662251655629139,151,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/forth/aa54607-25.pdf,corpus/pdfs/statistical_physics/P0446.pdf,corpus/text/statistical_physics/P0446.txt,a8053e3bb15b589ec74f1672ebdbc6e76e07c4c9371bc960eb37873c98ab0837,85309
P0447,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,4,202606210108,astronomy_astrophysics_2024_v688,2024,Impact of primordial black hole dark matter on gas properties at very high redshift: Semianalytical model,10.1051/0004-6361/202449650,151,1,0.00662251655629139,151,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2024/08/aa49650-24.pdf,corpus/pdfs/statistical_physics/P0447.pdf,corpus/text/statistical_physics/P0447.txt,c805863131c4f49359c9c266631e0a61caf68748b1f845cb21a19a476e8eabef,72659
P0448,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,5,202606210108,astronomy_astrophysics_2025_v695,2025,Studying baryon acoustic oscillations using photometric redshifts from the DESI Legacy Imaging survey DR9,10.1051/0004-6361/202452007,151,2,0.0033112582781457,302,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2025/03/aa52007-24.pdf,corpus/pdfs/statistical_physics/P0448.pdf,corpus/text/statistical_physics/P0448.txt,af8dccc17c65bbb763ffaaf35db4869f1a832622321d884cbcec3aa810add639,66678
P0449,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,6,202606210108,astronomy_astrophysics_2017_v610,2017,Comparing the birth rate of stellar black holes in binary black hole mergers and long gamma-ray bursts,10.1051/0004-6361/201731875,151,6,0.0011037527593819,906,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2018/02/aa31875-17.pdf,corpus/pdfs/statistical_physics/P0449.pdf,corpus/text/statistical_physics/P0449.txt,6795c20eddbb4bc7c6feae882c8135237b50df0e12951a0fbff5227108f50c7f,35107
P0450,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,7,202606210108,astronomy_astrophysics_2024_v693,2024,Dark energy reconstructions combining baryonic acoustic oscillation data with galaxy clusters and intermediate-redshift catalogs,10.1051/0004-6361/202452973,151,4,0.00165562913907285,604,publisher_page_browser_fallback,https://www.aanda.org/images/stories/leaflet/aa_leaflet.pdf,corpus/pdfs/statistical_physics/P0450.pdf,corpus/text/statistical_physics/P0450.txt,90f27f16154a88ff636337b8e26956cd58bcc0485f4ceb36c2a7974327b23eb1,6791
P0451,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,8,202606210108,astronomy_astrophysics_2024_v694,2024,Are light curve classification metrics good proxies for SN Ia cosmological constraining power?,10.1051/0004-6361/202346891,151,1,0.00662251655629139,151,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2025/02/aa46891-23.pdf,corpus/pdfs/statistical_physics/P0451.pdf,corpus/text/statistical_physics/P0451.txt,8c7da1afc5c60083d759a56158579c8c4c82ac5932c276cb848d2cb2814de9f6,51404
P0452,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,9,202606210108,astronomy_astrophysics_2021_v648,2021,Impact of baryons in cosmic shear analyses with tomographic aperture mass statistics,10.1051/0004-6361/202040155,151,4,0.00165562913907285,604,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2021/04/aa40155-20.pdf,corpus/pdfs/statistical_physics/P0452.pdf,corpus/text/statistical_physics/P0452.txt,55357e986c6e80391ed2a4ff17e619db1d0b66ac76ce2f33c87bf6919a77fd49,65500
P0453,"Statistically-oriented physics (precision cosmology, exclusion-limit searches, ML-for-physics)",Astronomy and Astrophysics,astronomy_astrophysics_openalex_cosmology_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,10,202606210108,astronomy_astrophysics_2021_v650,2021,Modelling radio luminosity functions of radio-loud AGN by the cosmological evolution of supermassive black holes,10.1051/0004-6361/202039884,151,5,0.00132450331125828,755,direct_pdf_route,https://www.aanda.org/articles/aa/pdf/2021/06/aa39884-20.pdf,corpus/pdfs/statistical_physics/P0453.pdf,corpus/text/statistical_physics/P0453.txt,9bcff95434d1a3d16457281d433df8c3bf56ebf477c0c3f7c468e4524c0168b9,104906
P0454,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,1,202606210109,physical_review_x_2014_v4_i1,2014,When Amplification with Weak Values Fails to Suppress Technical Noise,10.1103/physrevx.4.011032,14,34,0.00210084033613445,476,documented_oa_alternate,https://arxiv.org/pdf/1306.6321,corpus/pdfs/condensed_matter_physics/P0454.pdf,corpus/text/condensed_matter_physics/P0454.txt,86c0d2c4ce5f3a7eb9c36357fce459eccd7b998eaf87a0cd0a5b1b65d45ff0b0,56049
P0455,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,2,202606210109,physical_review_x_2014_v4_i3,2014,Amperean Pairing and the Pseudogap Phase of Cuprate Superconductors,10.1103/physrevx.4.031017,14,34,0.00210084033613445,476,documented_oa_alternate,https://arxiv.org/pdf/1401.0519,corpus/pdfs/condensed_matter_physics/P0455.pdf,corpus/text/condensed_matter_physics/P0455.txt,24676500c5aa84adc5a8e4f4cc7d9f1687deab9d5b7d4c0c760e20116993a0d2,42283
P0456,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,3,202606210109,physical_review_x_2011_v1_i1,2011,Maximum Information Gain in Weak or Continuous Measurements of Qudits: Complementarity Is Not Enough,10.1103/physrevx.1.011012,14,4,0.0178571428571429,56,documented_oa_alternate,https://arxiv.org/pdf/1105.0961,corpus/pdfs/condensed_matter_physics/P0456.pdf,corpus/text/condensed_matter_physics/P0456.txt,3adbf9a24a81d6e605bf0ec71be1197f393d46d3e34484ca74b5ae22d8141597,98523
P0457,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,4,202606210109,physical_review_x_2012_v2_i1,2012,Rectification at Graphene-Semiconductor Interfaces: Zero-Gap Semiconductor-Based Diodes,10.1103/physrevx.2.011002,14,8,0.00892857142857143,112,documented_oa_alternate,https://arxiv.org/pdf/1105.4811,corpus/pdfs/condensed_matter_physics/P0457.pdf,corpus/text/condensed_matter_physics/P0457.txt,b278a11c0df68aa91585af458ce2900a31f2acade02f24a20ae80380662e1217,44117
P0458,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,5,202606210109,physical_review_x_2014_v4_i4,2014,Phase Coherence and Andreev Reflection in Topological Insulator Devices,10.1103/physrevx.4.041022,14,30,0.00238095238095238,420,documented_oa_alternate,https://arxiv.org/pdf/1403.5588,corpus/pdfs/condensed_matter_physics/P0458.pdf,corpus/text/condensed_matter_physics/P0458.txt,e918cc8cebaab48e4adace3fdc8df34c3bd06884d4b4203c4539fc4ae2036de4,40285
P0459,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,6,202606210109,physical_review_x_2013_v3_i4,2013,Non-Abelian Topological Order on the Surface of a 3D Topological Superconductor from an Exactly Solved Model,10.1103/physrevx.3.041016,14,17,0.00420168067226891,238,documented_oa_alternate,https://arxiv.org/pdf/1305.5851,corpus/pdfs/condensed_matter_physics/P0459.pdf,corpus/text/condensed_matter_physics/P0459.txt,ed2ad7048e0451ddba9e69f391b5258dd752281cbb03583a11308ddb9a182b81,85806
