paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0319,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,11,202606200704,frontiers_computational_neuroscience_2020_v14,2020,Learning Long Temporal Sequences in Spiking Networks by Multiplexing Neural Oscillations,10.3389/fncom.2020.00078,23,67,0.000648929266709929,1541,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2020.00078/pdf,corpus/pdfs/computational_neuroscience/P0319.pdf,corpus/text/computational_neuroscience/P0319.txt,4e295b6c70abad3d6407fa6aec6fab97a65286efe28f374bd05d44aab4cd8b31,76687
P0320,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,12,202606200704,frontiers_computational_neuroscience_2022_v15,2022,Two-Scale Multimodal Medical Image Fusion Based on Structure Preservation,10.3389/fncom.2021.803724,23,15,0.00289855072463768,345,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.803724/pdf,corpus/pdfs/computational_neuroscience/P0320.pdf,corpus/text/computational_neuroscience/P0320.txt,bc9a012342e79b58cea75c6dd15cc36dea442a3414b6e373e0816c6438128ce3,56614
P0321,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,13,202606200704,frontiers_computational_neuroscience_2016_v9,2016,A Phenomenological Synapse Model for Asynchronous Neurotransmitter Release,10.3389/fncom.2015.00153,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2015.00153/pdf,corpus/pdfs/computational_neuroscience/P0321.pdf,corpus/text/computational_neuroscience/P0321.txt,0c8ccb0bbf589e5d4f4b8befdbf6db788f24e82fce15b075c9c2a0c31a2dd346,68375
P0322,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,14,202606200704,frontiers_computational_neuroscience_2021_v14,2021,From Topological Analyses to Functional Modeling: The Case of Hippocampus,10.3389/fncom.2020.593166,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2020.593166/pdf,corpus/pdfs/computational_neuroscience/P0322.pdf,corpus/text/computational_neuroscience/P0322.txt,cfcc7304c980bbc0606230f70d572e8024c6fd1a725b2e2b85073312e1058ca2,115820
P0323,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,15,202606200704,frontiers_computational_neuroscience_2017_v10,2017,Thalamic Bursts and the Epic Pain Model,10.3389/fncom.2016.00147,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2016.00147/pdf,corpus/pdfs/computational_neuroscience/P0323.pdf,corpus/text/computational_neuroscience/P0323.txt,f4da437c5eeec592b256e582cd988c4cd334a51ca6c2c1f5b2585dd074e2e082,32822
P0324,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,16,202606200704,frontiers_computational_neuroscience_2016_v9,2016,Contextual Modulation is Related to Efficiency in a Spiking Network Model of Visual Cortex,10.3389/fncom.2015.00155,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2015.00155/pdf,corpus/pdfs/computational_neuroscience/P0324.pdf,corpus/text/computational_neuroscience/P0324.txt,4fe37e899354bc2a616a66cf9d19c863ce037dd2ee66595278d6e62e40cac4b1,68919
P0325,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,17,202606200704,frontiers_computational_neuroscience_2020_v14,2020,Measuring Efficiency of Semi-automated Brain Tumor Segmentation by Simulating User Interaction,10.3389/fncom.2020.00032,23,67,0.000648929266709929,1541,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2020.00032/pdf,corpus/pdfs/computational_neuroscience/P0325.pdf,corpus/text/computational_neuroscience/P0325.txt,0bf5a91aa6a0089338ded8aa36d139d682730057ff852a8ca2874ca06099472f,42435
P0326,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,18,202606200704,frontiers_computational_neuroscience_2018_v12,2018,Inhibiting Basal Ganglia Regions Reduces Syllable Sequencing Errors in Parkinson's Disease: A Computer Simulation Study,10.3389/fncom.2018.00041,23,84,0.0005175983436853,1932,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00041/pdf,corpus/pdfs/computational_neuroscience/P0326.pdf,corpus/text/computational_neuroscience/P0326.txt,3db0285c28f7fb24d1991bbbda8ae8776913653fb9bee1ab04ade8e8c4cb91c2,56830
P0327,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,19,202606200704,frontiers_computational_neuroscience_2024_v17,2024,Text clustering based on pre-trained models and autoencoders,10.3389/fncom.2023.1334436,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2023.1334436/pdf,corpus/pdfs/computational_neuroscience/P0327.pdf,corpus/text/computational_neuroscience/P0327.txt,ef68c0519d1147b633c2a31664c3de10fb773ab45a0e88ca01fa0bf9e42096da,57977
P0328,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,20,202606200704,frontiers_computational_neuroscience_2017_v11,2017,Understanding Epileptiform After-Discharges as Rhythmic Oscillatory Transients,10.3389/fncom.2017.00025,23,108,0.000402576489533011,2484,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2017.00025/pdf,corpus/pdfs/computational_neuroscience/P0328.pdf,corpus/text/computational_neuroscience/P0328.txt,7be93ebafc17645f8ccd27542502c0012635c3557bc2445b877f04499a89c279,61643
P0329,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,21,202606200704,frontiers_computational_neuroscience_2023_v16,2023,Survival prediction for patients with glioblastoma multiforme using a Cox proportional hazards denoising autoencoder network,10.3389/fncom.2022.916511,23,13,0.00334448160535117,299,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2022.916511/pdf,corpus/pdfs/computational_neuroscience/P0329.pdf,corpus/text/computational_neuroscience/P0329.txt,7ac393d2bf1a41b065d2073ecc24f2d9c757d27ad15dd71fd471dedb0f3811db,48385
P0330,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,22,202606200704,frontiers_computational_neuroscience_2020_v13,2020,Unsupervised Learning of Persistent and Sequential Activity,10.3389/fncom.2019.00097,23,13,0.00334448160535117,299,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2019.00097/pdf,corpus/pdfs/computational_neuroscience/P0330.pdf,corpus/text/computational_neuroscience/P0330.txt,239b6ac16ee76adb8146fb24633d210df506c1482f2a96fad32be552ce72ef8d,91395
P0331,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,23,202606200704,frontiers_computational_neuroscience_2019_v12,2019,Modeling the Encoding of Saccade Kinematic Metrics in the Purkinje Cell Layer of the Cerebellar Vermis,10.3389/fncom.2018.00108,23,8,0.00543478260869565,184,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00108/pdf,corpus/pdfs/computational_neuroscience/P0331.pdf,corpus/text/computational_neuroscience/P0331.txt,91dc8325b34b25cc2209d497142c08967e538e9fa94b3127a18f166bf44acb22,77339
P0332,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,24,202606200704,frontiers_computational_neuroscience_2024_v18,2024,Dynamical predictive coding with reservoir computing performs noise-robust multi-sensory speech recognition,10.3389/fncom.2024.1464603,23,101,0.000430477830391735,2323,https://public-pages-files-2025.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2024.1464603/pdf,corpus/pdfs/computational_neuroscience/P0332.pdf,corpus/text/computational_neuroscience/P0332.txt,6f8f73620ee456b04d866d46c3ce9b87bf3ad5575cb86d62a309551267d5255e,58367
P0333,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,25,202606200704,frontiers_computational_neuroscience_2021_v14,2021,A Study on Arrhythmia via ECG Signal Classification Using the Convolutional Neural Network,10.3389/fncom.2020.564015,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2020.564015/pdf,corpus/pdfs/computational_neuroscience/P0333.pdf,corpus/text/computational_neuroscience/P0333.txt,1f90ee90410434e6d8bd395b80967fd5eeac66a79fdeab2b8b7974c00ac6a24a,49811
P0334,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,26,202606200704,frontiers_computational_neuroscience_2022_v16,2022,Analytic Model for Feature Maps in the Primary Visual Cortex,10.3389/fncom.2022.659316,23,134,0.000324464633354964,3082,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2022.659316/pdf,corpus/pdfs/computational_neuroscience/P0334.pdf,corpus/text/computational_neuroscience/P0334.txt,846e660474bb4bc7e2f906cf27eb2c761298f2badc6d945abb789968631c86b0,85275
P0335,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,27,202606200704,frontiers_computational_neuroscience_2025_v18,2025,How to be an integrated information theorist without losing your body,10.3389/fncom.2024.1510066,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2024.1510066/pdf,corpus/pdfs/computational_neuroscience/P0335.pdf,corpus/text/computational_neuroscience/P0335.txt,68875e10f18270ee35d9e89499547298130b306322e4d64913eb0254341c08b5,40583
P0336,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,28,202606200704,frontiers_computational_neuroscience_2020_v13,2020,Principles of Mutual Information Maximization and Energy Minimization Affect the Activation Patterns of Large Scale Networks in the Brain,10.3389/fncom.2019.00086,23,13,0.00334448160535117,299,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2019.00086/pdf,corpus/pdfs/computational_neuroscience/P0336.pdf,corpus/text/computational_neuroscience/P0336.txt,1d25f53e25a8ab0384a7d865aadfdb2f5ff2aeecaddc72e2cb1157313b9c3091,75861
P0337,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,29,202606200704,frontiers_computational_neuroscience_2018_v12,2018,Effective Subnetwork Topology for Synchronizing Interconnected Networks of Coupled Phase Oscillators,10.3389/fncom.2018.00017,23,84,0.0005175983436853,1932,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00017/pdf,corpus/pdfs/computational_neuroscience/P0337.pdf,corpus/text/computational_neuroscience/P0337.txt,fe4cd23b865dbea12e931dc81ff56ccc5b2706d0ed6ccdc5da7970012f8905d7,50610
P0338,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,30,202606200704,frontiers_computational_neuroscience_2020_v14,2020,Computational Characteristics of the Striatal Dopamine System Described by Reinforcement Learning With Fast Generalization,10.3389/fncom.2020.00066,23,67,0.000648929266709929,1541,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2020.00066/pdf,corpus/pdfs/computational_neuroscience/P0338.pdf,corpus/text/computational_neuroscience/P0338.txt,c04e898a05e09ab21632b005e54ac64ed0689bdeb85ef7e859c032e91aaab0cf,68701
P0339,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,1,202606200710,epj_c_2023_v83_i1,2023,"Dynamical systems analysis in $$f(T,\phi )$$ gravity",10.1140/epjc/s10052-022-11155-6,140,97,7.36377025036819e-05,13580,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-11155-6.pdf?error=cookies_not_supported&code=85792fdb-5b80-4593-9345-4b9129737117,corpus/pdfs/particle_gravitational_physics/P0339.pdf,corpus/text/particle_gravitational_physics/P0339.txt,c0d5442c5dfe8b6f0ba94718073f65c4f990815e13639212339f6c5f8f6a61a9,54515
P0340,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,2,202606200710,epj_c_2016_v76_i3,2016,Tidal forces in Reissner–Nordström spacetimes,10.1140/epjc/s10052-016-3972-5,140,70,0.000102040816326531,9800,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-3972-5.pdf?error=cookies_not_supported&code=1d8fdb59-99be-40b6-adae-4933116809fc,corpus/pdfs/particle_gravitational_physics/P0340.pdf,corpus/text/particle_gravitational_physics/P0340.txt,4caf6ee7a72c2fd90f8e0868412553fb16900a3d34ae5b1840c37f15c00e0ebd,27216
P0341,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,3,202606200710,epj_c_2016_v76_i11,2016,Mixing of photons with light pseudoscalars in time-dependent magnetic fields,10.1140/epjc/s10052-016-4483-0,140,66,0.000108225108225108,9240,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-4483-0.pdf?error=cookies_not_supported&code=2d1562b9-9feb-437e-9605-6758a058c758,corpus/pdfs/particle_gravitational_physics/P0341.pdf,corpus/text/particle_gravitational_physics/P0341.txt,91a1cabaa749a34d9729b6c420d71f7934c690829bfb5955c77770cf09dd437c,21070
P0342,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,4,202606200710,epj_c_2024_v84_i11,2024,Short-duration gamma-ray bursts from Kerr–Newman black hole mergers,10.1140/epjc/s10052-024-13495-x,140,102,7.00280112044818e-05,14280,https://link.springer.com/content/pdf/10.1140/epjc/s10052-024-13495-x.pdf?error=cookies_not_supported&code=8070aacb-6be6-40d6-b8a5-25b8c0783241,corpus/pdfs/particle_gravitational_physics/P0342.pdf,corpus/text/particle_gravitational_physics/P0342.txt,ba70060a0e4c80ebb62f62f871878897445d6fb736e98214811684f434b88ae7,58995
P0343,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,5,202606200710,epj_c_2019_v79_i11,2019,Casimir wormholes,10.1140/epjc/s10052-019-7468-y,140,93,7.68049155145929e-05,13020,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-7468-y.pdf?error=cookies_not_supported&code=b09c91f1-3808-4c83-80bb-b4298fde8169,corpus/pdfs/particle_gravitational_physics/P0343.pdf,corpus/text/particle_gravitational_physics/P0343.txt,e6677642f34980e6dd7956589c55c55906cfe2c420b9fb1077c0259de8b5c9ea,37568
P0344,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,6,202606200710,epj_c_2015_v75_i12,2015,Holographic Schwinger effect in non-relativistic backgrounds,10.1140/epjc/s10052-015-3839-1,140,53,0.000134770889487871,7420,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3839-1.pdf?error=cookies_not_supported&code=8d31f905-7439-4545-954c-7d869fba8088,corpus/pdfs/particle_gravitational_physics/P0344.pdf,corpus/text/particle_gravitational_physics/P0344.txt,703e20b71ee75fb85fe56b51149b950d67e4a5149b0598edc519ce28c20de39d,30725
P0345,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,7,202606200710,epj_c_2017_v78_i142,2017,Measurement of longitudinal flow de-correlations in Pb+Pb collisions at $\sqrt{s_\mathrm{NN}} = 2.76$ and 5.02 TeV with the ATLAS detector : arXiv,,140,1,0.00714285714285714,140,https://cds.cern.ch/record/2282669/files/arXiv:1709.02301.pdf,corpus/pdfs/particle_gravitational_physics/P0345.pdf,corpus/text/particle_gravitational_physics/P0345.txt,3b60a03fc92048a00da6fc7fd8b35dbdde0ebba11493079545e7aac6ff6854ae,156224
P0346,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,8,202606200710,epj_c_2023_v83_i7,2023,Consistent thermodynamics and topological classes for the four-dimensional Lorentzian charged Taub-NUT spacetimes,10.1140/epjc/s10052-023-11782-7,140,126,5.66893424036281e-05,17640,https://link.springer.com/content/pdf/10.1140/epjc/s10052-023-11782-7.pdf?error=cookies_not_supported&code=d4b5e7f8-4173-486e-ba66-7f30bef75f13,corpus/pdfs/particle_gravitational_physics/P0346.pdf,corpus/text/particle_gravitational_physics/P0346.txt,b7c57095dc796b5943feaaf80b499bc31fc31a4dc927f3928e01b809638715bd,49804
P0347,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,9,202606200710,epj_c_2022_v82_i6,2022,Complete complementarity relations for quantum correlations in neutrino oscillations,10.1140/epjc/s10052-022-10508-5,140,77,9.27643784786642e-05,10780,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-10508-5.pdf?error=cookies_not_supported&code=16bea52c-aa15-4126-b19d-17bc6d325a7f,corpus/pdfs/particle_gravitational_physics/P0347.pdf,corpus/text/particle_gravitational_physics/P0347.txt,b383f35407cbdd15880bbc6381fc30e74378f660152db1cf4859fdb285ef9c32,23000
P0348,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,10,202606200710,epj_c_2016_v76_i3,2016,Multi-Regge kinematics and azimuthal angle observables for inclusive four-jet production,10.1140/epjc/s10052-016-3963-6,140,70,0.000102040816326531,9800,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-3963-6.pdf?error=cookies_not_supported&code=b9909667-c6b1-4530-b1f1-89feaeb85c5d,corpus/pdfs/particle_gravitational_physics/P0348.pdf,corpus/text/particle_gravitational_physics/P0348.txt,000f1b5b6cbb5eed6269627ccaca71f8bcc6be2954842fa7eb361aec106583dc,20549
P0349,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,11,202606200710,epj_c_2018_v78_i1,2018,On-the-fly reduction of open loops,10.1140/epjc/s10052-018-5562-1,140,78,9.15750915750916e-05,10920,https://link.springer.com/content/pdf/10.1140/epjc/s10052-018-5562-1.pdf?error=cookies_not_supported&code=22e5b531-d827-48fe-9205-74292568e819,corpus/pdfs/particle_gravitational_physics/P0349.pdf,corpus/text/particle_gravitational_physics/P0349.txt,e5273004e466d0e2ccbba96870371ee34304171314347212d50ebed5b5a1b720,134284
P0350,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,12,202606200710,epj_c_2019_v79_i3,2019,Renormalization of multicritical scalar models in curved space,10.1140/epjc/s10052-019-6721-8,140,106,6.73854447439353e-05,14840,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-6721-8.pdf?error=cookies_not_supported&code=80feaf28-0329-4aec-bbae-48b3c7bc5fbc,corpus/pdfs/particle_gravitational_physics/P0350.pdf,corpus/text/particle_gravitational_physics/P0350.txt,ce2416323fabb802f25ac60606473a17b5dac1f7a884527fb563ad561071d36a,59814
P0351,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,13,202606200710,epj_c_2024_v84_i4,2024,Explaining QPOs data for black holes in the Starobinsky–Bel–Robinson gravity,10.1140/epjc/s10052-024-12763-0,140,106,6.73854447439353e-05,14840,https://link.springer.com/content/pdf/10.1140/epjc/s10052-024-12763-0.pdf?error=cookies_not_supported&code=ab840852-6bf4-495a-93ab-66587a607bd5,corpus/pdfs/particle_gravitational_physics/P0351.pdf,corpus/text/particle_gravitational_physics/P0351.txt,7e0497d00ba7d609901900f1b9c8ab869a80dbdd6cc704b4cb9d841f79021fb4,52941
P0352,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,14,202606200710,epj_c_2021_v81_i1,2021,"The variational method, backreactions, and the absorption probability in Wald type problems",10.1140/epjc/s10052-021-08879-2,140,97,7.36377025036819e-05,13580,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-08879-2.pdf?error=cookies_not_supported&code=b995a73c-c6bd-42c0-ae3b-aa942d74d2d8,corpus/pdfs/particle_gravitational_physics/P0352.pdf,corpus/text/particle_gravitational_physics/P0352.txt,579fedff1b2194f49251b4f12073e5e419a22007824f2a25779754c2395bccbc,69092
P0353,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,15,202606200710,epj_c_2025_v85_i9,2025,"The $$\Lambda _c^+\rightarrow \Lambda \pi ^+\pi ^+\pi ^-$$ reaction, and a triangle singularity producing the $$\Sigma ^*(1430)$$ state",10.1140/epjc/s10052-025-14820-8,140,158,4.52079566003617e-05,22120,https://link.springer.com/content/pdf/10.1140/epjc/s10052-025-14820-8.pdf?error=cookies_not_supported&code=acbb0ffb-e223-4187-bfe1-3595dd96ba28,corpus/pdfs/particle_gravitational_physics/P0353.pdf,corpus/text/particle_gravitational_physics/P0353.txt,5c30f87461419a2100fb108c1250ccd468a8b385cc15cb0d98aa364aa6fd6394,45203
P0354,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,16,202606200710,epj_c_2017_v77_i9,2017,A comparative study on generalized model of anisotropic compact star satisfying the Karmarkar condition,10.1140/epjc/s10052-017-5149-2,140,77,9.27643784786642e-05,10780,https://link.springer.com/content/pdf/10.1140/epjc/s10052-017-5149-2.pdf?error=cookies_not_supported&code=a8469b99-389b-4c64-bc14-b3efe16ce129,corpus/pdfs/particle_gravitational_physics/P0354.pdf,corpus/text/particle_gravitational_physics/P0354.txt,0d6a212979cc4e3e8a58c6768b0b813877cbef2a6fe07826c54b508b50844682,31480
P0355,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,17,202606200710,epj_c_2019_v79_i9,2019,"Twist-3 contributions to $$\gamma \gamma \rightarrow \pi ^+\pi ^-,K^+K^-$$ processes in perturbative QCD approach",10.1140/epjc/s10052-019-7273-7,140,83,8.60585197934595e-05,11620,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-7273-7.pdf?error=cookies_not_supported&code=5cda6796-65eb-4702-b509-e4d136dbae79,corpus/pdfs/particle_gravitational_physics/P0355.pdf,corpus/text/particle_gravitational_physics/P0355.txt,48af33c7168c389b7c3abc50f2553108cfce7ac4fa116cf4a32af7886c9fc78c,66875
P0356,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,18,202606200710,epj_c_2021_v81_i8,2021,Search for signatures of sterile neutrinos with Double Chooz,10.1140/epjc/s10052-021-09459-0,140,98,7.28862973760933e-05,13720,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-09459-0.pdf?error=cookies_not_supported&code=8b768a01-21bd-4015-b02d-f6c36d05093a,corpus/pdfs/particle_gravitational_physics/P0356.pdf,corpus/text/particle_gravitational_physics/P0356.txt,03445dd98fd620245c09f6c17b17e36d61b717b410fca87ba6e83735ce1d4f4a,68172
P0357,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,19,202606200710,epj_c_2025_v85_i10,2025,More visualisation of decay-time-dependent asymmetries in multibody B-meson decays,10.1140/epjc/s10052-025-14812-8,140,147,4.85908649173955e-05,20580,https://link.springer.com/content/pdf/10.1140/epjc/s10052-025-14812-8.pdf?error=cookies_not_supported&code=8df88804-cc60-420c-a09f-8cda1539f3b0,corpus/pdfs/particle_gravitational_physics/P0357.pdf,corpus/text/particle_gravitational_physics/P0357.txt,1604b69f2da90cd0df0de24d2c7941773d24d5228019a23b11b0037351b0618d,44211
P0358,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,20,202606200710,epj_c_2025_v85_i6,2025,Accretion of dark energy candidates following redshift parametrization type equation of state: Horava–Lifshitz gravity,10.1140/epjc/s10052-025-14350-3,140,114,6.265664160401e-05,15960,https://link.springer.com/content/pdf/10.1140/epjc/s10052-025-14350-3.pdf?error=cookies_not_supported&code=ba3e5625-e9c2-4646-bac0-f08084feeed6,corpus/pdfs/particle_gravitational_physics/P0358.pdf,corpus/text/particle_gravitational_physics/P0358.txt,9ca8db1ad686b54fb6609789c64564a0be977e4e7c24824fb890846a86ac9751,38979
P0359,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,21,202606200710,epj_c_2022_v82_i9,2022,Gaussian discriminators between $$\varLambda $$CDM and wCDM cosmologies using expansion data,10.1140/epjc/s10052-022-10737-8,140,82,8.71080139372822e-05,11480,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-10737-8.pdf?error=cookies_not_supported&code=96419673-ee4a-47ad-a34a-c84a38354bdd,corpus/pdfs/particle_gravitational_physics/P0359.pdf,corpus/text/particle_gravitational_physics/P0359.txt,0b52fccd8510663896671ff96b7a3efa49ff094e14eecca50a9faac7166efac3,28096
