aggregate_id,paper_id,instrument,dimension,aggregation_set_id,rubric_version,n_ratings,n_distinct_judges,n_human_judges,n_ai_judges,n_ai_models,n_ai_replicates,mean,median,sd,min,max,aggregation_policy,adjudicated_value,adjudication_status,notes
agg_calibration_v03:C09:paradigm_marker:cp_marker_mean,C09,paradigm_marker,cp_marker_mean,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,3.25,3.25,,3.25,3.25,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C09:paradigm_marker:cp_risky_prediction,C09,paradigm_marker,cp_risky_prediction,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,3,3,,3,3,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C09:paradigm_marker:cp_rival_elimination,C09,paradigm_marker,cp_rival_elimination,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,3,3,,3,3,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C09:paradigm_marker:si_accumulation_progress,C09,paradigm_marker,si_accumulation_progress,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C09:paradigm_marker:si_association_framing,C09,paradigm_marker,si_association_framing,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C09:paradigm_marker:si_marker_mean,C09,paradigm_marker,si_marker_mean,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C09:paradigm_marker:si_terminal_certification,C09,paradigm_marker,si_terminal_certification,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_assumption_vulnerability,C10,paradigm_marker,cp_assumption_vulnerability,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_counterfactual_intervention,C10,paradigm_marker,cp_counterfactual_intervention,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_exclusion_rate,C10,paradigm_marker,cp_exclusion_rate,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_generative_structure,C10,paradigm_marker,cp_generative_structure,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_marker_mean,C10,paradigm_marker,cp_marker_mean,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,1,1,,1,1,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_risky_prediction,C10,paradigm_marker,cp_risky_prediction,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,1,1,,1,1,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:cp_rival_elimination,C10,paradigm_marker,cp_rival_elimination,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,0,0,,0,0,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:si_accumulation_progress,C10,paradigm_marker,si_accumulation_progress,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,1,1,,1,1,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:si_association_framing,C10,paradigm_marker,si_association_framing,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,4,4,,4,4,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:si_marker_mean,C10,paradigm_marker,si_marker_mean,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,3,3,,3,3,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_calibration_v03:C10:paradigm_marker:si_terminal_certification,C10,paradigm_marker,si_terminal_certification,agg_calibration_v03,v0.3-pilot,1,1,0,1,1,1,4,4,,4,4,within_model_mean_then_unit_mean,,not_adjudicated,"Diagnostic gate, not evidence. Calibration must pass before agg_v03_hybrid_model_balanced is run."
agg_pilot_seed_codex_only:P0001:causal_abstraction:abstraction_discipline,P0001,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:causal_relation,P0001,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:entity_specification,P0001,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:intervention_relevance,P0001,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:invariance,P0001,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:measurement_model,P0001,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:mechanism,P0001,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:rival_explanations,P0001,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:severe_test,P0001,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:causal_abstraction:total,P0001,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,13,13,,13,13,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:flexible_pipeline,P0001,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:high_dimensional_search,P0001,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:limited_intervention,P0001,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:local_validation,P0001,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:prediction_dependence,P0001,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:significance_dependence,P0001,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:total,P0001,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0001:statistical_inductivist_dependence:weak_mechanism,P0001,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:abstraction_discipline,P0002,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:causal_relation,P0002,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:entity_specification,P0002,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:intervention_relevance,P0002,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:invariance,P0002,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:measurement_model,P0002,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:mechanism,P0002,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:rival_explanations,P0002,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:severe_test,P0002,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:causal_abstraction:total,P0002,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,14,14,,14,14,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:flexible_pipeline,P0002,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:high_dimensional_search,P0002,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:limited_intervention,P0002,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:local_validation,P0002,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:prediction_dependence,P0002,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:significance_dependence,P0002,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:total,P0002,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0002:statistical_inductivist_dependence:weak_mechanism,P0002,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:abstraction_discipline,P0003,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:causal_relation,P0003,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:entity_specification,P0003,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:intervention_relevance,P0003,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:invariance,P0003,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:measurement_model,P0003,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:mechanism,P0003,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:rival_explanations,P0003,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:severe_test,P0003,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:causal_abstraction:total,P0003,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,7,7,,7,7,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:flexible_pipeline,P0003,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:high_dimensional_search,P0003,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:limited_intervention,P0003,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:local_validation,P0003,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:prediction_dependence,P0003,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:significance_dependence,P0003,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:total,P0003,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,6,6,,6,6,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0003:statistical_inductivist_dependence:weak_mechanism,P0003,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:abstraction_discipline,P0004,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:causal_relation,P0004,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:entity_specification,P0004,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:intervention_relevance,P0004,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:invariance,P0004,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:measurement_model,P0004,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:mechanism,P0004,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:rival_explanations,P0004,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:severe_test,P0004,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:causal_abstraction:total,P0004,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,13,13,,13,13,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:flexible_pipeline,P0004,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:high_dimensional_search,P0004,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:limited_intervention,P0004,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:local_validation,P0004,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:prediction_dependence,P0004,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:significance_dependence,P0004,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:total,P0004,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0004:statistical_inductivist_dependence:weak_mechanism,P0004,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:abstraction_discipline,P0005,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:causal_relation,P0005,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:entity_specification,P0005,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:intervention_relevance,P0005,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:invariance,P0005,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:measurement_model,P0005,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:mechanism,P0005,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:rival_explanations,P0005,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:severe_test,P0005,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:causal_abstraction:total,P0005,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,10,10,,10,10,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:flexible_pipeline,P0005,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:high_dimensional_search,P0005,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:limited_intervention,P0005,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:local_validation,P0005,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:prediction_dependence,P0005,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
