paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0219,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,1,202606200504,frontiers_computational_neuroscience_2025_v19,2025,A hierarchical Bayesian inference model for volatile multivariate exponentially distributed signals,10.3389/fncom.2025.1408836,23,80,0.000543478260869565,1840,https://public-pages-files-2025.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2025.1408836/pdf,corpus/pdfs/computational_neuroscience/P0219.pdf,corpus/text/computational_neuroscience/P0219.txt,807fe651de89a5bba37acce2b0de29a287ed57adecda0f2dca45f62335f43080,54819
P0220,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,2,202606200504,frontiers_computational_neuroscience_2017_v11,2017,Transcallosal Inhibition during Motor Imagery: Analysis of a Neural Mass Model,10.3389/fncom.2017.00057,23,108,0.000402576489533011,2484,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2017.00057/pdf,corpus/pdfs/computational_neuroscience/P0220.pdf,corpus/text/computational_neuroscience/P0220.txt,59946b5600399f74042167fdd3d7647f433910a6fd6a206390d6d59a76518490,60329
P0221,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,3,202606200504,frontiers_computational_neuroscience_2024_v17,2024,Improving imbalance classification via ensemble learning based on two-stage learning,10.3389/fncom.2023.1296897,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2023.1296897/pdf,corpus/pdfs/computational_neuroscience/P0221.pdf,corpus/text/computational_neuroscience/P0221.txt,66e5caf29d8778a1c5d246a9902e4226c6356821c3393ef6be1bb4607200d538,61298
P0222,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,4,202606200504,frontiers_computational_neuroscience_2015_v9,2015,Effects of Spike Anticipation on the Spiking Dynamics of Neural Networks,10.3389/fncom.2015.00144,23,134,0.000324464633354964,3082,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2015.00144/pdf,corpus/pdfs/computational_neuroscience/P0222.pdf,corpus/text/computational_neuroscience/P0222.txt,c196338c0b239e13c67376d80b9a8c9fe1e0d8fb9b09c889e23753250b893246,46374
P0223,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,5,202606200504,frontiers_computational_neuroscience_2021_v14,2021,Nonlinear Control in the Nematode C. elegans,10.3389/fncom.2020.616639,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2020.616639/pdf,corpus/pdfs/computational_neuroscience/P0223.pdf,corpus/text/computational_neuroscience/P0223.txt,4d0ac3b5da96746ca236becadad5c21471789d7e8460632dcbf640266f44602a,51134
P0224,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,6,202606200504,frontiers_computational_neuroscience_2018_v12,2018,Relating the Structure of Noise Correlations in Macaque Primary Visual Cortex to Decoder Performance,10.3389/fncom.2018.00012,23,84,0.0005175983436853,1932,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00012/pdf,corpus/pdfs/computational_neuroscience/P0224.pdf,corpus/text/computational_neuroscience/P0224.txt,b6321dd79e3ed229a57e4ff6fdc0dccfa6e988ca4f3f88c28b8429fa82591555,69985
P0225,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,7,202606200504,frontiers_computational_neuroscience_2019_v13,2019,Data Augmentation for Brain-Tumor Segmentation: A Review,10.3389/fncom.2019.00083,23,54,0.000805152979066023,1242,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2019.00083/pdf,corpus/pdfs/computational_neuroscience/P0225.pdf,corpus/text/computational_neuroscience/P0225.txt,b0743038c2b4fb39f5db02d5610ab8d079a11c5fd6cc3609f80351b26f9c0d5a,77464
P0226,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,8,202606200504,frontiers_computational_neuroscience_2024_v17,2024,Artificial neural network models: implementation of functional near-infrared spectroscopy-based spontaneous lie detection in an interactive scenario,10.3389/fncom.2023.1286664,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2023.1286664/pdf,corpus/pdfs/computational_neuroscience/P0226.pdf,corpus/text/computational_neuroscience/P0226.txt,68c166dbf4e04b457ef79f10887b7d63b5c9218c89d1cc1ed556b3387cf66166,55443
P0227,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,9,202606200504,frontiers_computational_neuroscience_2015_v9,2015,Convolutional Neural Network for Multi-Category Rapid Serial Visual Presentation BCI,10.3389/fncom.2015.00146,23,134,0.000324464633354964,3082,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2015.00146/pdf,corpus/pdfs/computational_neuroscience/P0227.pdf,corpus/text/computational_neuroscience/P0227.txt,0668bfbda479ac2df09313338410996ec8ef40ee10ac50b115f4fa86284839fd,54197
P0228,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,10,202606200504,frontiers_computational_neuroscience_2019_v12,2019,Bio-inspired Analysis of Deep Learning on Not-So-Big Data Using Data-Prototypes,10.3389/fncom.2018.00100,23,8,0.00543478260869565,184,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00100/pdf,corpus/pdfs/computational_neuroscience/P0228.pdf,corpus/text/computational_neuroscience/P0228.txt,868adc0efcc87c2f0ee968c0e16e648b512f3833f7d1d0ce2e7bda999b451814,91784
P0229,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,11,202606200504,frontiers_computational_neuroscience_2021_v15,2021,Mind Causality: A Computational Neuroscience Approach,10.3389/fncom.2021.706505,23,80,0.000543478260869565,1840,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.706505/pdf,corpus/pdfs/computational_neuroscience/P0229.pdf,corpus/text/computational_neuroscience/P0229.txt,bb328b19a7345dce816583d63c0083cc1d22e7254da62280dc0bc6966d6832de,63111
P0230,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,12,202606200504,frontiers_computational_neuroscience_2021_v15,2021,Interpretation of Frequency Channel-Based CNN on Depression Identification,10.3389/fncom.2021.773147,23,80,0.000543478260869565,1840,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.773147/pdf,corpus/pdfs/computational_neuroscience/P0230.pdf,corpus/text/computational_neuroscience/P0230.txt,bb6a6cbbac30d0ee09f6646ff8786e5630b78ca46c4a92d679760e8c9dd26d39,42838
P0231,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,13,202606200504,frontiers_computational_neuroscience_2019_v13,2019,Coding Capacity of Purkinje Cells With Different Schemes of Morphological Reduction,10.3389/fncom.2019.00029,23,54,0.000805152979066023,1242,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2019.00029/pdf,corpus/pdfs/computational_neuroscience/P0231.pdf,corpus/text/computational_neuroscience/P0231.txt,742848369ec9fb20adb9ad006e9ec51231130579ebd0af0c5545773377937b69,87866
P0232,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,14,202606200504,frontiers_computational_neuroscience_2020_v13,2020,"Reactive, Proactive, and Inductive Agents: An Evolutionary Path for Biological and Artificial Spiking Networks",10.3389/fncom.2019.00088,23,13,0.00334448160535117,299,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2019.00088/pdf,corpus/pdfs/computational_neuroscience/P0232.pdf,corpus/text/computational_neuroscience/P0232.txt,d4f0af47a55cd94d698ae782c81f6c740102517dbf46760d375217fb9a17fd9d,45937
P0233,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,15,202606200504,frontiers_computational_neuroscience_2018_v12,2018,Dynamic Information Encoding With Dynamic Synapses in Neural Adaptation,10.3389/fncom.2018.00016,23,84,0.0005175983436853,1932,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00016/pdf,corpus/pdfs/computational_neuroscience/P0233.pdf,corpus/text/computational_neuroscience/P0233.txt,507abdeb1857f458c9c8cc9395b2db2cbaa6388bf482812a1a7bff498429cc84,47915
P0234,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,1,202606200505,neurips_2019,2019,Necessary and Sufficient Geometries for Gradient Methods,,7,1428,0.000100040016006403,9996,https://proceedings.neurips.cc/paper_files/paper/2019/file/c1285fcadc52c0d3dc8813fc2c2e2b2a-Paper.pdf,corpus/pdfs/ml_ai_methods/P0234.pdf,corpus/text/ml_ai_methods/P0234.txt,29b4e59bc5a15baeddfdfd1a77dff853606469beac79e43baadfd5938ff7297f,37237
P0235,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,2,202606200505,neurips_2018,2018,Efficient Loss-Based Decoding on Graphs for Extreme Classification,,7,1009,0.000141582896786068,7063,https://proceedings.neurips.cc/paper_files/paper/2018/file/e7e69cdf28f8ce6b69b4e1853ee21bab-Paper.pdf,corpus/pdfs/ml_ai_methods/P0235.pdf,corpus/text/ml_ai_methods/P0235.txt,daa74e109ff95f9d7c287190db149b93bde65005a39ebc18193eb7743c80d7a5,43526
P0236,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,3,202606200505,neurips_2015,2015,Training Very Deep Networks,,7,403,0.000354484225451967,2821,https://proceedings.neurips.cc/paper_files/paper/2015/file/215a71a12769b056c3c32e7299f1c5ed-Paper.pdf,corpus/pdfs/ml_ai_methods/P0236.pdf,corpus/text/ml_ai_methods/P0236.txt,72f60fcc8c99b0797f49a068a7403987c5638924257cab949c9671456e676aa0,31330
P0237,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,4,202606200505,neurips_2018,2018,The streaming rollout of deep networks - towards fully model-parallel execution,,7,1009,0.000141582896786068,7063,https://proceedings.neurips.cc/paper_files/paper/2018/file/08f90c1a417155361a5c4b8d297e0d78-Paper.pdf,corpus/pdfs/ml_ai_methods/P0237.pdf,corpus/text/ml_ai_methods/P0237.txt,d2ed1d107652e35a703bae287412e451e400d9080148604fc1d2cf821ec0ee9a,48775
P0238,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,5,202606200505,neurips_2016,2016,Synthesizing the preferred inputs for neurons in neural networks via deep generator networks,,7,569,0.000251067034898318,3983,https://proceedings.neurips.cc/paper_files/paper/2016/file/5d79099fcdf499f12b79770834c0164a-Paper.pdf,corpus/pdfs/ml_ai_methods/P0238.pdf,corpus/text/ml_ai_methods/P0238.txt,a2219d49a952b997ffacc25b9d1e726a3f1d8584bb1209f6ba3a182e9692c4ee,34967
P0239,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,6,202606200505,neurips_2016,2016,Beyond Exchangeability: The Chinese Voting Process,,7,569,0.000251067034898318,3983,https://proceedings.neurips.cc/paper_files/paper/2016/file/33bb83720ba9d2b6da87114380314af5-Paper.pdf,corpus/pdfs/ml_ai_methods/P0239.pdf,corpus/text/ml_ai_methods/P0239.txt,7fcd99796ccb9ee756a596e58a7b3f92da6738981a34878da1bbf39dab25940d,37264
P0240,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,7,202606200505,neurips_2019,2019,Learning Neural Networks with Adaptive Regularization,,7,1428,0.000100040016006403,9996,https://proceedings.neurips.cc/paper_files/paper/2019/file/2281f5c898351dbc6dace2ba201e7948-Paper.pdf,corpus/pdfs/ml_ai_methods/P0240.pdf,corpus/text/ml_ai_methods/P0240.txt,17b2cbc0640af51fd7c697ce242abccaa1cba2d008d3c41af7d082bf9bb76704,43435
P0241,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,8,202606200505,neurips_2020,2020,Sampling-Decomposable Generative Adversarial Recommender,,7,1898,7.52671985548698e-05,13286,https://proceedings.neurips.cc/paper_files/paper/2020/file/ff42b03a06a1bed4e936f0e04958e168-Paper.pdf,corpus/pdfs/ml_ai_methods/P0241.pdf,corpus/text/ml_ai_methods/P0241.txt,79c549b14725effd14da81479711ca4fd48d0b76f436ddd34109dfe6af0eb96d,40205
P0242,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,9,202606200505,neurips_2017,2017,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,,7,679,0.000210393435724805,4753,https://proceedings.neurips.cc/paper_files/paper/2017/file/d8bf84be3800d12f74d8b05e9b89836f-Paper.pdf,corpus/pdfs/ml_ai_methods/P0242.pdf,corpus/text/ml_ai_methods/P0242.txt,648c8a3951b89d3b27a7a5a85cacdee89673ec919da3d4aa2cbcebd03da0d811,38924
P0243,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,10,202606200505,neurips_2016,2016,The non-convex Burer-Monteiro approach works on smooth semidefinite programs,,7,569,0.000251067034898318,3983,https://proceedings.neurips.cc/paper_files/paper/2016/file/3de2334a314a7a72721f1f74a6cb4cee-Paper.pdf,corpus/pdfs/ml_ai_methods/P0243.pdf,corpus/text/ml_ai_methods/P0243.txt,7289ed9117d41d35b1da3f3c76770e774e5029141c7966a7ef18f4f288992a0e,33925
P0244,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,11,202606200505,neurips_2021,2021,Credit Assignment in Neural Networks through Deep Feedback Control,,7,2334,6.12070020810381e-05,16338,https://proceedings.neurips.cc/paper_files/paper/2021/file/25048eb6a33209cb5a815bff0cf6887c-Paper.pdf,corpus/pdfs/ml_ai_methods/P0244.pdf,corpus/text/ml_ai_methods/P0244.txt,03dda1853e80da37a512ee94394aad934a56a822b2e28f13aeebdd26c6fa1b1a,54123
P0245,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,12,202606200505,neurips_2017,2017,Neural Variational Inference and Learning in Undirected Graphical Models,,7,679,0.000210393435724805,4753,https://proceedings.neurips.cc/paper_files/paper/2017/file/14e422f05b68cc0139988e128ee880df-Paper.pdf,corpus/pdfs/ml_ai_methods/P0245.pdf,corpus/text/ml_ai_methods/P0245.txt,eaeb3d80da42d2bb56205278ea7da6661700a956678a0cc9ae764a9fd731f8ed,35216
P0246,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,13,202606200505,neurips_2016,2016,"Attend, Infer, Repeat: Fast Scene Understanding with Generative Models",,7,569,0.000251067034898318,3983,https://proceedings.neurips.cc/paper_files/paper/2016/file/52947e0ade57a09e4a1386d08f17b656-Paper.pdf,corpus/pdfs/ml_ai_methods/P0246.pdf,corpus/text/ml_ai_methods/P0246.txt,2c1e98fdb3660076d6842793027b85488f7ef5fab8e957383b596b7a0965a608,37544
P0247,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,14,202606200505,neurips_2018,2018,"Constant Regret, Generalized Mixability, and Mirror Descent",,7,1009,0.000141582896786068,7063,https://proceedings.neurips.cc/paper_files/paper/2018/file/af1b5754061ebbd4412adfb34c8d3534-Paper.pdf,corpus/pdfs/ml_ai_methods/P0247.pdf,corpus/text/ml_ai_methods/P0247.txt,b7b7cb9bf6e7ea88bbee2ef59fbd8b9076f6e1ff140619b7f5f46063f11875e0,37014
P0248,ML / AI methods proper,NeurIPS,neurips_proceedings_v1.0.1_2015-2025_20260620,2015-present_completed_years_2015-2025,15,202606200505,neurips_2019,2019,Efficiently escaping saddle points on manifolds,,7,1428,0.000100040016006403,9996,https://proceedings.neurips.cc/paper_files/paper/2019/file/7486cef2522ee03547cfb970a404a874-Paper.pdf,corpus/pdfs/ml_ai_methods/P0248.pdf,corpus/text/ml_ai_methods/P0248.txt,c3b37c65c94b36a78ee26e79200a85c26b82e22b0ba8e681cf9c586898dfafea,40027
P0249,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,1,202606200510,epj_c_2016_v76_i2,2016,Search for direct top squark pair production in final states with two tau leptons in pp collisions at $$\sqrt{s}=8$$ s = 8  TeV with the ATLAS detector,10.1140/epjc/s10052-016-3897-z,140,55,0.00012987012987013,7700,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-3897-z.pdf?error=cookies_not_supported&code=0c21bca7-f9b4-46ec-8cba-d4cc1130982e,corpus/pdfs/particle_gravitational_physics/P0249.pdf,corpus/text/particle_gravitational_physics/P0249.txt,9485400210f194f25a9973a3406dffdcc62fe43e49556a9ecdd3a4d6eafb5c5a,155210
P0250,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,2,202606200510,epj_c_2022_v82_i4,2022,Stability analysis of circular orbits around a traversable wormhole with massless conformally coupled scalar field,10.1140/epjc/s10052-022-10274-4,140,105,6.80272108843537e-05,14700,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-10274-4.pdf?error=cookies_not_supported&code=2a73b029-0858-4955-a063-c60267d415dc,corpus/pdfs/particle_gravitational_physics/P0250.pdf,corpus/text/particle_gravitational_physics/P0250.txt,0d9a8a0e4b4df577fd0e4220d11fd6bdd35bbc84ad33d42d30da50aff3eb1772,32551
P0251,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,3,202606200510,epj_c_2017_v77_i11,2017,ColliderBit: a GAMBIT module for the calculation of high-energy collider observables and likelihoods,10.1140/epjc/s10052-017-5285-8,140,91,7.84929356357928e-05,12740,https://link.springer.com/content/pdf/10.1140/epjc/s10052-017-5285-8.pdf?error=cookies_not_supported&code=e6bc2896-0b90-4870-a191-9ab1d793004a,corpus/pdfs/particle_gravitational_physics/P0251.pdf,corpus/text/particle_gravitational_physics/P0251.txt,bd6ec161f2bc0b8db355a2c0cbb31a13e08b38243d48fb76842f5e6eb2a39ad8,155611
P0252,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,4,202606200510,epj_c_2023_v83_i4,2023,NNLO QCD predictions for Z-boson production in association with a charm jet within the LHCb fiducial region,10.1140/epjc/s10052-023-11530-x,140,82,8.71080139372822e-05,11480,https://link.springer.com/content/pdf/10.1140/epjc/s10052-023-11530-x.pdf?error=cookies_not_supported&code=fad3240e-c32a-4ed1-8f1c-e69229830310,corpus/pdfs/particle_gravitational_physics/P0252.pdf,corpus/text/particle_gravitational_physics/P0252.txt,f3a4b74c4b9bf78a90e5df8aa03f30aae7eed4e9688fcf3bc36b04fac6faa0b4,54467
P0253,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,5,202606200510,epj_c_2016_v76_i12,2016,Luminosity determination in pp collisions at $$\sqrt{s}$$ s = 8 TeV using the ATLAS detector at the LHC,10.1140/epjc/s10052-016-4466-1,140,64,0.000111607142857143,8960,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-4466-1.pdf?error=cookies_not_supported&code=a6d45413-fbeb-4329-9d21-26baa158591a,corpus/pdfs/particle_gravitational_physics/P0253.pdf,corpus/text/particle_gravitational_physics/P0253.txt,46c0f84d1fe6bbd462fdcc37bb88c6dd2e8468747910fb03537d47b69794c2c8,221391
P0254,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,6,202606200510,epj_c_2025_v85_i7,2025,Heavy quark potential in STU and AdS5–Reissner–Nordstrom backgrounds,10.1140/epjc/s10052-025-14429-x,140,97,7.36377025036819e-05,13580,https://link.springer.com/content/pdf/10.1140/epjc/s10052-025-14429-x.pdf?error=cookies_not_supported&code=551d831a-75a9-4113-865e-f1e0887530af,corpus/pdfs/particle_gravitational_physics/P0254.pdf,corpus/text/particle_gravitational_physics/P0254.txt,35432df4fde75c3bbdb9e13b9e440cc08032aeaac31c3a2de88faa18572855b7,23642
P0255,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,7,202606200510,epj_c_2020_v80_i11,2020,BAO signatures in the 2-point angular correlations and the Hubble tension,10.1140/epjc/s10052-020-08601-8,140,92,7.7639751552795e-05,12880,https://link.springer.com/content/pdf/10.1140/epjc/s10052-020-08601-8.pdf?error=cookies_not_supported&code=0a98923a-ee45-4b72-a2a6-9b6558f6026b,corpus/pdfs/particle_gravitational_physics/P0255.pdf,corpus/text/particle_gravitational_physics/P0255.txt,027cd3a43c3ab12ed6ebde4d7c952c66c62f02b5880d33450be91e74eb18ea34,39445
P0256,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,8,202606200510,epj_c_2019_v79_i9,2019,Homogeneously Modified Special relativity (HMSR),10.1140/epjc/s10052-019-7301-7,140,83,8.60585197934595e-05,11620,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-7301-7.pdf?error=cookies_not_supported&code=34fb4c6c-78a7-443a-b4ba-940bc06facf6,corpus/pdfs/particle_gravitational_physics/P0256.pdf,corpus/text/particle_gravitational_physics/P0256.txt,8f2a1dd0c4169aa25041d4454a98892a86a6a052f041cb255f3c41b9104dd4ef,66103
P0257,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,9,202606200510,epj_c_2022_v82_i12,2022,Performance of a convolutional autoencoder designed to remove electronic noise from p-type point contact germanium detector signals,10.1140/epjc/s10052-022-11000-w,140,91,7.84929356357928e-05,12740,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-11000-w.pdf?error=cookies_not_supported&code=d9a685a7-6b6f-479f-a760-863aff403c72,corpus/pdfs/particle_gravitational_physics/P0257.pdf,corpus/text/particle_gravitational_physics/P0257.txt,934def6692972ac424c69281e982f8d042ca0d4596dd5b3fa0b376f49ae50113,76859
P0258,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,10,202606200510,epj_c_2021_v81_i3,2021,Testing anomalous $$H-W$$ couplings and Higgs self-couplings via double and triple Higgs production at $$e^+e^-$$ colliders,10.1140/epjc/s10052-021-09048-1,140,71,0.000100603621730382,9940,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-09048-1.pdf?error=cookies_not_supported&code=53fdee87-956d-4809-afcb-7517a4858edd,corpus/pdfs/particle_gravitational_physics/P0258.pdf,corpus/text/particle_gravitational_physics/P0258.txt,f508aefbdfd848a06042acefc3c744c1981d03845b492e904c58ecac78e5a8e5,111690
P0259,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,11,202606200510,epj_c_2019_v82_i2,2019,Correlation redistribution by causal horizons,10.1140/epjc/s10052-022-10090-w,140,1,0.00714285714285714,140,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-10090-w.pdf?error=cookies_not_supported&code=8d74db54-ceda-4fa9-afdd-f75ccd80095f,corpus/pdfs/particle_gravitational_physics/P0259.pdf,corpus/text/particle_gravitational_physics/P0259.txt,54a2bbc6f3fe27b84d3d368c422ae867bfd8dc4848a804f625e966e8f40fc798,63565
P0260,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,12,202606200510,epj_c_2021_v81_i5,2021,General solutions to $$\mathcal {N}$$-field cosmology with exponential potentials,10.1140/epjc/s10052-021-09268-5,140,101,7.07213578500707e-05,14140,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-09268-5.pdf?error=cookies_not_supported&code=50b68b04-8f81-4c59-922b-ec07e4c4832b,corpus/pdfs/particle_gravitational_physics/P0260.pdf,corpus/text/particle_gravitational_physics/P0260.txt,4b090c8e7877a6e6f701b4d7a76cd6bcfb2e43d0ccc3d56e4b0942e7a9f80190,44256
P0261,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,13,202606200510,epj_c_2018_v78_i12,2018,Holographic DC conductivity for a power-law Maxwell field,10.1140/epjc/s10052-018-6491-8,140,46,0.00015527950310559,6440,https://link.springer.com/content/pdf/10.1140/epjc/s10052-018-6491-8.pdf?error=cookies_not_supported&code=4eb5aa0b-0af0-46c3-a3fb-6f239e7a8976,corpus/pdfs/particle_gravitational_physics/P0261.pdf,corpus/text/particle_gravitational_physics/P0261.txt,ffad6267b7e9dbafc7e4d4fa3aa52fa86d15d2e626fad97c289ca9c389e734e8,34018
P0262,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,14,202606200510,epj_c_2025_v85_i7,2025,Chaotic motion of charged test particles in a Kerr-MOG black hole with explicit symplectic algorithms,10.1140/epjc/s10052-025-14425-1,140,97,7.36377025036819e-05,13580,https://link.springer.com/content/pdf/10.1140/epjc/s10052-025-14425-1.pdf?error=cookies_not_supported&code=bd855a79-84d5-41e9-8c7a-67868fc9f91c,corpus/pdfs/particle_gravitational_physics/P0262.pdf,corpus/text/particle_gravitational_physics/P0262.txt,3ae9f039ad3969a713665619b1ada123acad6c402a27fd1a78f3dd3884a4d753,66549
