source,unit_id,year,volume,issue,doi,openalex_id,title,authors,type,oa_status,oa_url,pdf_url,landing_page_url
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1205-3,https://openalex.org/W2604382197,Structuring supplemental materials in support of reproducibility,Dov Greenbaum; Joel Rozowsky; Victoria Stodden; Mark Gerstein,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1205-3,https://link.springer.com/content/pdf/10.1186/s13059-017-1205-3.pdf,https://doi.org/10.1186/s13059-017-1205-3
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1333-9,https://openalex.org/W2766191963,Comparative epigenomics in the Brassicaceae reveals two evolutionarily conserved modes of PRC2-mediated gene regulation,Claudia Chica; Alexandra Louis; Hugues Roest Crollius; Vincent Colot; François Roudier,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1333-9,https://link.springer.com/content/pdf/10.1186/s13059-017-1333-9.pdf,https://doi.org/10.1186/s13059-017-1333-9
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1371-3,https://openalex.org/W2778790902,DotAligner: identification and clustering of RNA structure motifs,Martin A. Smith; Stefan E. Seemann; Xiu Cheng Quek; John S. Mattick,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1371-3,https://link.springer.com/content/pdf/10.1186/s13059-017-1371-3.pdf,https://doi.org/10.1186/s13059-017-1371-3
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1323-y,https://openalex.org/W2761479686,MetaGen: reference-free learning with multiple metagenomic samples,Xin Xing; Jun S. Liu; Wenxuan Zhong,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1323-y,https://link.springer.com/content/pdf/10.1186/s13059-017-1323-y.pdf,https://doi.org/10.1186/s13059-017-1323-y
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-016-1136-4,https://openalex.org/W2568459703,Allele-specific analysis of cell fusion-mediated pluripotent reprograming reveals distinct and predictive susceptibilities of human X-linked genes to reactivation,Irene Cantone et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-016-1136-4,https://link.springer.com/content/pdf/10.1186/s13059-016-1136-4.pdf,https://doi.org/10.1186/s13059-016-1136-4
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1232-0,https://openalex.org/W2612594058,EpiTEome: Simultaneous detection of transposable element insertion sites and their DNA methylation levels,Josquin Daron; R. Keith Slotkin,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1232-0,https://link.springer.com/content/pdf/10.1186/s13059-017-1232-0.pdf,https://doi.org/10.1186/s13059-017-1232-0
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1157-7,https://openalex.org/W2588046846,Transcriptomic signatures shaped by cell proportions shed light on comparative developmental biology,Sophie Pantalacci; Laurent Guéguen; Coraline Petit; Anne-Sophie Lambert; Renata Peterková; Marie Sémon,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1157-7,https://link.springer.com/content/pdf/10.1186/s13059-017-1157-7.pdf,https://doi.org/10.1186/s13059-017-1157-7
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1227-x,https://openalex.org/W2612889304,Missing heritability and where to find it,Santhosh Girirajan,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1227-x,https://link.springer.com/content/pdf/10.1186/s13059-017-1227-x.pdf,https://doi.org/10.1186/s13059-017-1227-x
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1357-1,https://openalex.org/W2769075810,Computational biologists: moving to the driver's seat,Itai Yanai; Eva Chmielnicki,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1357-1,https://link.springer.com/content/pdf/10.1186/s13059-017-1357-1.pdf,https://doi.org/10.1186/s13059-017-1357-1
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1152-z,https://openalex.org/W2579547280,Open Science at an institutional level: an interview with Guy Rouleau,Guy A. Rouleau,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1152-z,https://link.springer.com/content/pdf/10.1186/s13059-017-1152-z.pdf,https://doi.org/10.1186/s13059-017-1152-z
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1290-3,https://openalex.org/W2950257784,A tandem simulation framework for predicting mapping quality,Ben Langmead,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1290-3,https://link.springer.com/content/pdf/10.1186/s13059-017-1290-3.pdf,https://doi.org/10.1186/s13059-017-1290-3
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1255-6,https://openalex.org/W2625800021,"Increasing mapping precision of genome-wide association studies: to genotype and impute, sequence, or both?",Zhaoming Wang; Nilanjan Chatterjee,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1255-6,https://link.springer.com/content/pdf/10.1186/s13059-017-1255-6.pdf,https://doi.org/10.1186/s13059-017-1255-6
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1262-7,https://openalex.org/W2727180246,Strong epistatic and additive effects of linked candidate SNPs for Drosophila pigmentation have implications for analysis of genome-wide association studies results,Jean‐Michel Gibert; Jorge Blanco; Marlies Dolezal; Viola Nolte; Frédérique Peronnet; Christian Schlötterer,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1262-7,https://link.springer.com/content/pdf/10.1186/s13059-017-1262-7.pdf,https://doi.org/10.1186/s13059-017-1262-7
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1296-x,https://openalex.org/W2753520917,Sparse conserved under-methylated CpGs are associated with high-order chromatin structure,Xueqiu Lin; Jianzhong Su; Kaifu Chen; Blanca Rodríguez; Wei Li,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1296-x,https://link.springer.com/content/pdf/10.1186/s13059-017-1296-x.pdf,https://doi.org/10.1186/s13059-017-1296-x
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1337-5,https://openalex.org/W2767376686,Depletion of somatic mutations in splicing-associated sequences in cancer genomes,Laurence D. Hurst; Nizar N. Batada,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1337-5,https://link.springer.com/content/pdf/10.1186/s13059-017-1337-5.pdf,https://doi.org/10.1186/s13059-017-1337-5
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1168-4,https://openalex.org/W2591009488,epiG: statistical inference and profiling of DNA methylation from whole-genome bisulfite sequencing data,Martin Vincent et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1168-4,https://link.springer.com/content/pdf/10.1186/s13059-017-1168-4.pdf,https://doi.org/10.1186/s13059-017-1168-4
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1280-5,https://openalex.org/W2737244277,Selection plays the hand it was dealt: evidence that human adaptation commonly targets standing genetic variation,Rajiv C. McCoy; Joshua M. Akey,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1280-5,https://link.springer.com/content/pdf/10.1186/s13059-017-1280-5.pdf,https://doi.org/10.1186/s13059-017-1280-5
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1258-3,https://openalex.org/W2725047041,Benchmarking: contexts and details matter,Siyuan Zheng,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1258-3,https://link.springer.com/content/pdf/10.1186/s13059-017-1258-3.pdf,https://doi.org/10.1186/s13059-017-1258-3
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1276-1,https://openalex.org/W2737212444,Understanding the genetics behind complex human disease with large-scale iPSC collections,Amanda E. Yamasaki; Athanasia D. Panopoulos; Juan Carlos Izpisúa Belmonte,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1276-1,https://link.springer.com/content/pdf/10.1186/s13059-017-1276-1.pdf,https://doi.org/10.1186/s13059-017-1276-1
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1367-z,https://openalex.org/W2779302040,MICRA: an automatic pipeline for fast characterization of microbial genomes from high-throughput sequencing data,Ségolène Caboche; Gaël Even; Alexandre Loywick; Christophe Audebert; David Hot,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1367-z,https://link.springer.com/content/pdf/10.1186/s13059-017-1367-z.pdf,https://doi.org/10.1186/s13059-017-1367-z
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-016-1138-2,https://openalex.org/W2575066198,iRegNet3D: three-dimensional integrated regulatory network for the genomic analysis of coding and non-coding disease mutations,Siqi Liang et al.,article,gold,https://link.springer.com/content/pdf/10.1186/s13059-016-1138-2.pdf,https://link.springer.com/content/pdf/10.1186/s13059-016-1138-2.pdf,https://doi.org/10.1186/s13059-016-1138-2
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1259-2,https://openalex.org/W2625171758,Chromatin marks and ambient temperature-dependent flowering strike up a novel liaison,Alexander Steffen; Dorothee Staiger,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1259-2,https://link.springer.com/content/pdf/10.1186/s13059-017-1259-2.pdf,https://doi.org/10.1186/s13059-017-1259-2
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1268-1,https://openalex.org/W2724595512,"Canonical mRNA is the exception, rather than the rule",Jun‐An Chen; Simon J. Conn,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1268-1,https://link.springer.com/content/pdf/10.1186/s13059-017-1268-1.pdf,https://doi.org/10.1186/s13059-017-1268-1
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1239-6,https://openalex.org/W2617197051,Unreeling the chromatin thread: a genomic perspective on organization around the periphery of the Arabidopsis nucleus,Frédy Barneche; Célia Baroux,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1239-6,https://link.springer.com/content/pdf/10.1186/s13059-017-1239-6.pdf,https://doi.org/10.1186/s13059-017-1239-6
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1223-1,https://openalex.org/W2950177178,Millstone: software for multiplex microbial genome analysis and engineering,Daniel B. Goodman et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1223-1,https://link.springer.com/content/pdf/10.1186/s13059-017-1223-1.pdf,https://doi.org/10.1186/s13059-017-1223-1
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1320-1,https://openalex.org/W2758602074,"From structure to function, how bioinformatics help to reveal functions of our genomes",Xiaoqi Zheng; Sheng Zhong,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1320-1,https://link.springer.com/content/pdf/10.1186/s13059-017-1320-1.pdf,https://doi.org/10.1186/s13059-017-1320-1
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-016-1135-5,https://openalex.org/W2579881197,Genome Informatics 2016,Davide Chicco; Michael M. Hoffman,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-016-1135-5,https://link.springer.com/content/pdf/10.1186/s13059-016-1135-5.pdf,https://doi.org/10.1186/s13059-016-1135-5
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1238-7,https://openalex.org/W2620376268,Going beyond genetics to discover cancer targets,Gabriel J. Sandoval; William C. Hahn,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-017-1238-7,https://link.springer.com/content/pdf/10.1186/s13059-017-1238-7.pdf,https://doi.org/10.1186/s13059-017-1238-7
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1283-2,https://openalex.org/W2740765305,Searching for cancer vulnerabilities amid genetic chaos,Michael R. Speicher,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1283-2,https://link.springer.com/content/pdf/10.1186/s13059-017-1283-2.pdf,https://doi.org/10.1186/s13059-017-1283-2
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1208-0,https://openalex.org/W2606693283,Heroes of peer review: Robert Lowe,Robert Lowe,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1208-0,https://link.springer.com/content/pdf/10.1186/s13059-017-1208-0.pdf,https://doi.org/10.1186/s13059-017-1208-0
Genome Biology,genome_biology_v18_i1,2017,18,1,10.1186/s13059-017-1370-4,https://openalex.org/W2775267664,Stranger in a strange land: the experiences of immigrant researchers,Sophien Kamoun; Rosa Lozano‐Durán; Luay Nakhleh,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1370-4,https://link.springer.com/content/pdf/10.1186/s13059-017-1370-4.pdf,https://doi.org/10.1186/s13059-017-1370-4
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-017-1382-0,https://openalex.org/W2800392236,SCANPY: large-scale single-cell gene expression data analysis,F. Alexander Wolf; Philipp Angerer; Fabian J. Theis,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1382-0,https://link.springer.com/content/pdf/10.1186/s13059-017-1382-0.pdf,https://doi.org/10.1186/s13059-017-1382-0
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1486-1,https://openalex.org/W2888425844,HiGlass: web-based visual exploration and analysis of genome interaction maps,Peter Kerpedjiev et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1486-1,https://link.springer.com/content/pdf/10.1186/s13059-018-1486-1.pdf,https://doi.org/10.1186/s13059-018-1486-1
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-017-1381-1,https://openalex.org/W2765284830,RNA virus interference via CRISPR/Cas13a system in plants,Rashid Aman et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-017-1381-1,https://link.springer.com/content/pdf/10.1186/s13059-017-1381-1.pdf,https://doi.org/10.1186/s13059-017-1381-1
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1603-1,https://openalex.org/W2785085486,Cell Hashing with barcoded antibodies enables multiplexing and doublet detection for single cell genomics,Marlon Stoeckius et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1603-1,https://link.springer.com/content/pdf/10.1186/s13059-018-1603-1.pdf,https://doi.org/10.1186/s13059-018-1603-1
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1547-5,https://openalex.org/W2951821937,SCoPE-MS: mass spectrometry of single mammalian cells quantifies proteome heterogeneity during cell differentiation,Bogdan Budnik; Ezra Levy; Guillaume Harmange; Nikolai Slavov,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1547-5,https://link.springer.com/content/pdf/10.1186/s13059-018-1547-5.pdf,https://doi.org/10.1186/s13059-018-1547-5
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1417-1,https://openalex.org/W2949317881,"SUPPA2: fast, accurate, and uncertainty-aware differential splicing analysis across multiple conditions",Juan L. Trincado et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1417-1,https://link.springer.com/content/pdf/10.1186/s13059-018-1417-1.pdf,https://doi.org/10.1186/s13059-018-1417-1
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1540-z,https://openalex.org/W2894808609,SKESA: strategic k-mer extension for scrupulous assemblies,Alexandre Souvorov; Richa Agarwala; David J. Lipman,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1540-z,https://link.springer.com/content/pdf/10.1186/s13059-018-1540-z.pdf,https://doi.org/10.1186/s13059-018-1540-z
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1459-4,https://openalex.org/W2810756255,DeepCRISPR: optimized CRISPR guide RNA design by deep learning,Guohui Chuai et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1459-4,https://link.springer.com/content/pdf/10.1186/s13059-018-1459-4.pdf,https://doi.org/10.1186/s13059-018-1459-4
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1519-9,https://openalex.org/W2951856336,The 3D Genome Browser: a web-based browser for visualizing 3D genome organization and long-range chromatin interactions,Yanli Wang et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1519-9,https://link.springer.com/content/pdf/10.1186/s13059-018-1519-9.pdf,https://doi.org/10.1186/s13059-018-1519-9
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1568-0,https://openalex.org/W2950964375,KrakenUniq: confident and fast metagenomics classification using unique k-mer counts,Florian P. Breitwieser; Daniel N. Baker; Steven L. Salzberg,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1568-0.pdf,https://link.springer.com/content/pdf/10.1186/s13059-018-1568-0.pdf,https://doi.org/10.1186/s13059-018-1568-0
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1443-z,https://openalex.org/W2806478486,Expanded base editing in rice and wheat using a Cas9-adenosine deaminase fusion,Chao Li et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1443-z,https://link.springer.com/content/pdf/10.1186/s13059-018-1443-z.pdf,https://doi.org/10.1186/s13059-018-1443-z
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1594-y,https://openalex.org/W2904657261,A novel FLI1 exonic circular RNA promotes metastasis in breast cancer by coordinately regulating TET1 and DNMT1,Naifei Chen et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1594-y,https://link.springer.com/content/pdf/10.1186/s13059-018-1594-y.pdf,https://doi.org/10.1186/s13059-018-1594-y
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1448-7,https://openalex.org/W2805049578,An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray,Lucas A. Salas et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1448-7,https://link.springer.com/content/pdf/10.1186/s13059-018-1448-7.pdf,https://doi.org/10.1186/s13059-018-1448-7
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1501-6,https://openalex.org/W2888696120,Interaction between the microbiome and TP53 in human lung cancer,K. Leigh Greathouse et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1501-6,https://link.springer.com/content/pdf/10.1186/s13059-018-1501-6.pdf,https://doi.org/10.1186/s13059-018-1501-6
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1436-y,https://openalex.org/W2807565449,Ythdf2-mediated m6A mRNA clearance modulates neural development in mice,Miaomiao Li et al.,article,gold,https://link.springer.com/content/pdf/10.1186/s13059-018-1436-y.pdf,https://link.springer.com/content/pdf/10.1186/s13059-018-1436-y.pdf,https://doi.org/10.1186/s13059-018-1436-y
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1590-2,https://openalex.org/W2903241977,CHESS: a new human gene catalog curated from thousands of large-scale RNA sequencing experiments reveals extensive transcriptional noise,Mihaela Pertea et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1590-2,https://link.springer.com/content/pdf/10.1186/s13059-018-1590-2.pdf,https://doi.org/10.1186/s13059-018-1590-2
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1479-0,https://openalex.org/W2951194089,Impact of transposable elements on genome structure and evolution in bread wheat,Thomas Wicker et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1479-0,https://link.springer.com/content/pdf/10.1186/s13059-018-1479-0.pdf,https://doi.org/10.1186/s13059-018-1479-0
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1408-2,https://openalex.org/W2950199861,Comparison of whole-genome bisulfite sequencing library preparation strategies identifies sources of biases affecting DNA methylation data,Nelly Olova et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1408-2,https://link.springer.com/content/pdf/10.1186/s13059-018-1408-2.pdf,https://doi.org/10.1186/s13059-018-1408-2
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1452-y,https://openalex.org/W2805369755,Diversification and independent domestication of Asian and European pears,Jun Wu et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1452-y.pdf,https://link.springer.com/content/pdf/10.1186/s13059-018-1452-y.pdf,https://doi.org/10.1186/s13059-018-1452-y
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1458-5,https://openalex.org/W2794886114,A large-scale whole-genome sequencing analysis reveals highly specific genome editing by both Cas9 and Cpf1 (Cas12a) nucleases in rice,Xu Tang et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1458-5,https://link.springer.com/content/pdf/10.1186/s13059-018-1458-5.pdf,https://doi.org/10.1186/s13059-018-1458-5
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1523-0,https://openalex.org/W2895271314,A novel long noncoding RNA HOXC-AS3 mediates tumorigenesis of gastric cancer by binding to YBX1,Erbao Zhang et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1523-0,https://link.springer.com/content/pdf/10.1186/s13059-018-1523-0.pdf,https://doi.org/10.1186/s13059-018-1523-0
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1514-1,https://openalex.org/W2796457199,Epigenetic prediction of complex traits and death,Daniel L. McCartney et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1514-1,https://link.springer.com/content/pdf/10.1186/s13059-018-1514-1.pdf,https://doi.org/10.1186/s13059-018-1514-1
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1406-4,https://openalex.org/W2788908087,Observation weights unlock bulk RNA-seq tools for zero inflation and single-cell applications,Koen Van den Berge et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1406-4,https://link.springer.com/content/pdf/10.1186/s13059-018-1406-4.pdf,https://doi.org/10.1186/s13059-018-1406-4
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1491-4,https://openalex.org/W2951702232,Linking the International Wheat Genome Sequencing Consortium bread wheat reference genome sequence to wheat genetic and phenomic data,Michaël Alaux et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1491-4,https://link.springer.com/content/pdf/10.1186/s13059-018-1491-4.pdf,https://doi.org/10.1186/s13059-018-1491-4
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1587-x,https://openalex.org/W2902890026,Downregulation of RdDM during strawberry fruit ripening,Jingfei Cheng et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1587-x,https://link.springer.com/content/pdf/10.1186/s13059-018-1587-x.pdf,https://doi.org/10.1186/s13059-018-1587-x
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1596-9,https://openalex.org/W2904120442,Comparison of computational methods for the identification of topologically associating domains,Marie Zufferey; Daniele Tavernari; Elisa Oricchio; Giovanni Ciriello,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1596-9,https://link.springer.com/content/pdf/10.1186/s13059-018-1596-9.pdf,https://doi.org/10.1186/s13059-018-1596-9
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1435-z,https://openalex.org/W2805506311,RNA m6A methylation participates in regulation of postnatal development of the mouse cerebellum,Chunhui Ma et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1435-z,https://link.springer.com/content/pdf/10.1186/s13059-018-1435-z.pdf,https://doi.org/10.1186/s13059-018-1435-z
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1561-7,https://openalex.org/W2898134536,Genetic disease risks can be misestimated across global populations,Michelle S. Kim; Kane Patel; Andrew K. Teng; Ali J. Berens; Joseph Lachance,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-018-1561-7,https://link.springer.com/content/pdf/10.1186/s13059-018-1561-7.pdf,https://doi.org/10.1186/s13059-018-1561-7
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1559-1,https://openalex.org/W2949203785,Chromosome evolution at the origin of the ancestral vertebrate genome,Christine Sacerdot; Alexandra Louis; Céline Bon; Camille Berthelot; Hugues Roest Crollius,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1559-1,https://link.springer.com/content/pdf/10.1186/s13059-018-1559-1.pdf,https://doi.org/10.1186/s13059-018-1559-1
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1599-6,https://openalex.org/W2905232298,Predicting age from the transcriptome of human dermal fibroblasts,Jason Fleischer et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1599-6,https://link.springer.com/content/pdf/10.1186/s13059-018-1599-6.pdf,https://doi.org/10.1186/s13059-018-1599-6
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1400-x,https://openalex.org/W2796841946,i-GONAD: a robust method for in situ germline genome engineering using CRISPR nucleases,Masato Ohtsuka et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1400-x,https://link.springer.com/content/pdf/10.1186/s13059-018-1400-x.pdf,https://doi.org/10.1186/s13059-018-1400-x
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1536-8,https://openalex.org/W2953042895,Clust: automatic extraction of optimal co-expressed gene clusters from gene expression data,Basel Abu‐Jamous; Steven Kelly,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1536-8,https://link.springer.com/content/pdf/10.1186/s13059-018-1536-8.pdf,https://doi.org/10.1186/s13059-018-1536-8
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1449-6,https://openalex.org/W2809616137,dropEst: pipeline for accurate estimation of molecular counts in droplet-based single-cell RNA-seq experiments,Viktor Petukhov et al.,article,gold,https://link.springer.com/content/pdf/10.1186/s13059-018-1449-6.pdf,https://link.springer.com/content/pdf/10.1186/s13059-018-1449-6.pdf,https://doi.org/10.1186/s13059-018-1449-6
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1416-2,https://openalex.org/W2800064031,Single-cell RNA-seq analysis unveils a prevalent epithelial/mesenchymal hybrid state during mouse organogenesis,Ji Dong et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1416-2,https://link.springer.com/content/pdf/10.1186/s13059-018-1416-2.pdf,https://doi.org/10.1186/s13059-018-1416-2
Genome Biology,genome_biology_v19_i1,2018,19,1,10.1186/s13059-018-1414-4,https://openalex.org/W2795614118,QAPA: a new method for the systematic analysis of alternative polyadenylation from RNA-seq data,Kevin Ha; Benjamin J. Blencowe; Quaid Morris,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-018-1414-4,https://link.springer.com/content/pdf/10.1186/s13059-018-1414-4.pdf,https://doi.org/10.1186/s13059-018-1414-4
